,Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Month,New_Status
551,330272,Misrepresentation of terms,2015-06-09,06-Sep-15,12:40:11 PM,Customer Care Call,Deerfield Beach,Florida,33442,Solved,No,June,Closed
552,364845,"Consumer Fraud - Sell at One Price, Then Advise Price is Higher",2015-06-25,25-Jun-15,12:59:33 PM,Internet,Deerfield Beach,Florida,33442,Solved,No,June,Closed
553,315506,Misleading communication.,2015-05-30,30-May-15,11:15:18 PM,Customer Care Call,Dekalb,Illinois,60115,Solved,No,May,Closed
554,262339,Comcast Chat Agent Help,2015-04-28,28-Apr-15,4:59:45 PM,Customer Care Call,Delmont,Pennsylvania,15626,Closed,No,April,Closed
555,367295,Fees,2015-06-25,25-Jun-15,11:55:00 PM,Customer Care Call,Delmont,Pennsylvania,15626,Solved,No,June,Closed
556,233417,Comcast cable company Florida,2015-04-13,13-Apr-15,7:52:19 PM,Customer Care Call,Delray Beach,Florida,33484,Closed,No,April,Closed
557,318583,Misleading Advertising,2015-06-02,06-Feb-15,12:09:31 PM,Internet,Delray Beach,Florida,33446,Closed,No,June,Closed
558,332981,Comcast,2015-06-10,06-Oct-15,3:03:30 PM,Customer Care Call,Delray Beach,Florida,33483,Solved,No,June,Closed
559,360267,Unfair Billing Practices regarding Comcast,2015-06-23,23-Jun-15,9:55:33 PM,Internet,Delray Beach,Florida,33484,Solved,No,June,Closed
560,369595,Unfair Comcast Bill,2015-06-27,27-Jun-15,2:24:44 AM,Internet,Delray Beach,Florida,33484,Open,No,June,Open
561,218043,comcast services,2015-04-04,04-Apr-15,5:32:05 PM,Internet,Denver,Colorado,80227,Closed,No,April,Closed
562,238450,Comcast internet speeds extremely slow,2015-04-15,15-Apr-15,11:55:23 PM,Internet,Denver,Colorado,80209,Closed,No,April,Closed
563,249498,comcast internet service - billing problem,2015-04-22,22-Apr-15,9:26:13 AM,Customer Care Call,Denver,Colorado,80207,Closed,No,April,Closed
564,256302,Comcast speed and billing,2015-04-24,24-Apr-15,7:11:10 PM,Customer Care Call,Denver,Colorado,80206,Closed,No,April,Closed
565,254454,Comcast refusal to cancel service under false contract claims,2015-04-24,24-Apr-15,1:47:58 AM,Internet,Denver,Colorado,80219,Closed,Yes,April,Closed
566,278557,Terrible Service and Ripped off by Comcast,2015-05-07,05-Jul-15,3:12:19 PM,Internet,Denver,Colorado,80238,Closed,No,May,Closed
567,294253,Extremely slow internet speeds; Horrible support,2015-05-17,17-May-15,10:18:11 PM,Customer Care Call,Denver,Colorado,80209,Solved,No,May,Closed
568,298254,Promissed a package and then denied,2015-05-19,19-May-15,9:25:24 PM,Internet,Denver,Colorado,80203,Solved,No,May,Closed
569,319026,HBO GO on Playstation 3,2015-06-02,06-Feb-15,2:36:31 PM,Customer Care Call,Denver,Colorado,80231,Closed,No,June,Closed
570,326422,Comcast secretly raising my bill for services I never agreed to. Again.,2015-06-05,06-May-15,10:18:05 PM,Customer Care Call,Denver,Colorado,80221,Solved,No,June,Closed
571,329312,Lied about $70 technician fee,2015-06-08,06-Aug-15,6:51:26 PM,Internet,Denver,Colorado,80231,Closed,No,June,Closed
572,337337,Internet Too Slow,2015-06-12,06-Dec-15,3:06:04 PM,Internet,Denver,Colorado,80246,Solved,No,June,Closed
573,350389,Internet Speed Drops & Signal on Borderline,2015-06-18,18-Jun-15,7:09:02 PM,Customer Care Call,Denver,Colorado,80219,Solved,No,June,Closed
574,355818,Comcast Service for EXTERIOR Line Replacement Billed to customer,2015-06-22,22-Jun-15,1:27:24 PM,Internet,Denver,Colorado,80246,Solved,No,June,Closed
575,359125,Comcast Complaint,2015-06-23,23-Jun-15,3:59:49 PM,Customer Care Call,Denver,Colorado,80223,Pending,No,June,Open
576,359237,I am being unfairly billed,2015-06-23,23-Jun-15,4:25:05 PM,Customer Care Call,Denver,Colorado,80220,Solved,No,June,Closed
577,359538,Internet Prices in U.S.A,2015-06-23,23-Jun-15,5:36:44 PM,Internet,Denver,Colorado,80210,Open,No,June,Open
578,363079,Comcast throttling my speeds for streaming video,2015-06-24,24-Jun-15,6:13:43 PM,Customer Care Call,Denver,Colorado,80249,Pending,No,June,Open
579,367512,Consistently slow internet speeds,2015-06-26,26-Jun-15,9:32:47 AM,Customer Care Call,Denver,Colorado,80206,Open,Yes,June,Open
580,370212,Internet Speeds nowhere close to what I pay for,2015-06-27,27-Jun-15,4:19:26 PM,Internet,Denver,Colorado,80218,Open,No,June,Open
581,371318,Billed without service,2015-06-28,28-Jun-15,9:35:38 PM,Internet,Denver,Colorado,80250,Open,No,June,Open
582,370876,Slow Internet,2015-06-28,28-Jun-15,12:39:00 PM,Customer Care Call,Denver,Colorado,80220,Solved,No,June,Closed
583,309213,"Billed for modem rental for several years, Comcast refuses to refund under ""caveat emptor""",2015-05-27,27-May-15,12:54:22 PM,Internet,Deptford,New Jersey,8096,Open,No,May,Open
584,217999,Misleading information given,2015-04-04,04-Apr-15,4:21:46 PM,Internet,Des Moines,Washington,98148,Closed,Yes,April,Closed
585,243449,Contract Cancellation Fees and Unauthorized Changes,2015-04-18,18-Apr-15,10:44:07 PM,Customer Care Call,Des Plaines,Illinois,60016,Closed,Yes,April,Closed
586,239699,"no internet service, no on demand service",2015-04-16,16-Apr-15,3:24:48 PM,Internet,Detroit,Michigan,48207,Closed,No,April,Closed
587,249477,internet and on demand service,2015-04-22,22-Apr-15,9:09:19 AM,Internet,Detroit,Michigan,48207,Closed,No,April,Closed
588,306959,Unfair Charges and substandard service,2015-05-26,26-May-15,12:17:40 PM,Internet,Detroit,Michigan,48216,Solved,No,May,Closed
589,339008,Comcast Automatic Payments,2015-06-13,13-Jun-15,1:07:49 PM,Internet,Detroit,Michigan,48205,Solved,No,June,Closed
590,373332,Outage and unfair practices,2015-06-29,29-Jun-15,6:18:41 PM,Customer Care Call,Detroit,Michigan,48226,Open,No,June,Open
591,372553,Fraudolent pratice,2015-06-29,29-Jun-15,2:54:20 PM,Internet,Detroit,Michigan,48227,Solved,No,June,Closed
592,373429,Comcast service,2015-06-29,29-Jun-15,6:48:08 PM,Customer Care Call,Detroit,Michigan,48202,Open,No,June,Open
593,376141,Comcast Billing Practices,2015-06-30,30-Jun-15,8:56:03 PM,Internet,Detroit,Michigan,48214,Solved,No,June,Closed
594,249164,Comcast,2015-04-21,21-Apr-15,9:46:57 PM,Internet,Dickson,Tennessee,37055,Closed,No,April,Closed
595,302143,Comcast Mistreatment,2015-05-21,21-May-15,5:26:47 PM,Internet,Doraville,Georgia,30340,Open,No,May,Open
596,243607,Slow connection speed for wifi,2015-04-19,19-Apr-15,12:29:29 PM,Internet,Dorchester,Massachusetts,2121,Closed,No,April,Closed
597,359915,"Comcast Speeds Low, and Often Disconnections",2015-06-23,23-Jun-15,7:32:22 PM,Customer Care Call,Dos Palos,California,93620,Closed,Yes,June,Closed
598,275658,Comcast Service,2015-05-06,05-Jun-15,11:37:09 AM,Internet,Dothan,Alabama,36301,Closed,No,May,Closed
599,263790,Denial of Refund for Overpayment,2015-04-29,29-Apr-15,11:53:57 AM,Customer Care Call,Douglasville,Georgia,30135,Closed,No,April,Closed
600,362194,Comcast data cap,2015-06-24,24-Jun-15,2:37:50 PM,Internet,Douglasville,Georgia,30134,Pending,Yes,June,Open
601,357874,Comcast unfair billing,2015-06-23,23-Jun-15,11:40:33 AM,Internet,Dover,Delaware,19901,Open,No,June,Open
602,307493,Comcast,2015-05-26,26-May-15,2:34:57 PM,Internet,Dover,New Hampshire,3820,Open,Yes,May,Open
603,363607,Slow Service,2015-06-24,24-Jun-15,10:25:30 PM,Internet,Dover,New Hampshire,3820,Pending,No,June,Open
604,249591,Comcast Internet,2015-04-22,22-Apr-15,10:17:22 AM,Internet,Dover,Pennsylvania,17315,Closed,Yes,April,Closed
605,332712,Comcast,2015-06-10,06-Oct-15,1:32:28 PM,Customer Care Call,Dover,Pennsylvania,17315,Solved,No,June,Closed
606,363854,Internet Issue,2015-06-25,25-Jun-15,7:21:10 AM,Internet,Dover,Pennsylvania,17315,Open,No,June,Open
607,258515,Business Class Service,2015-04-27,27-Apr-15,11:21:58 AM,Internet,Dowagiac,Michigan,49047,Closed,No,April,Closed
608,221068,DNS Web hosting,2015-04-07,04-Jul-15,10:00:20 AM,Customer Care Call,Downers Grove,Illinois,60515,Closed,No,April,Closed
609,266657,Fraudulent account,2015-04-30,30-Apr-15,2:37:43 PM,Internet,Downers Grove,Illinois,60515,Closed,No,April,Closed
610,238258,Comcast Internet Service Complaint,2015-04-15,15-Apr-15,9:02:13 PM,Internet,Doylestown,Pennsylvania,18901,Closed,Yes,April,Closed
611,270964,Billing Issues,2015-05-04,05-Apr-15,1:09:57 AM,Customer Care Call,Dublin,California,94568,Solved,Yes,May,Closed
612,256312,Comcast poor service or throttling,2015-04-24,24-Apr-15,7:20:07 PM,Customer Care Call,Dubois,Pennsylvania,15801,Closed,No,April,Closed
613,266686,Comcast Refuses to Fix Billing If a Virus Causes Data Usage Over Cap on a system protected by THEIR AV,2015-04-30,30-Apr-15,2:50:13 PM,Internet,Duluth,Georgia,30097,Closed,No,April,Closed
614,294252,No broadband service provided,2015-05-17,17-May-15,10:15:53 PM,Internet,Duluth,Georgia,30097,Closed,Yes,May,Closed
615,315855,Poor Service from Comcast,2015-05-31,31-May-15,5:29:00 PM,Customer Care Call,Duluth,Georgia,30096,Solved,No,May,Closed
616,373569,300 gb cap,2015-06-29,29-Jun-15,7:46:15 PM,Customer Care Call,Duluth,Georgia,30096,Pending,No,June,Open
617,351246,Comcast Data Caps,2015-06-19,19-Jun-15,10:37:18 AM,Internet,Dunwoody,Georgia,30338,Solved,No,June,Closed
618,338638,"Slow speeds, poor service,.",2015-06-13,13-Jun-15,12:30:12 AM,Internet,Dupont,Washington,98327,Open,No,June,Open
619,364817,Billing and Service,2015-06-25,25-Jun-15,12:53:38 PM,Customer Care Call,Dupont,Washington,97238,Open,No,June,Open
620,260681,comcast of indiana,2015-04-28,28-Apr-15,8:43:37 AM,Internet,Dyer,Indiana,46311,Closed,No,April,Closed
621,326518,Comcast trial of putting cap (300 GB / month) on internet usage.,2015-06-06,06-Jun-15,6:40:10 AM,Customer Care Call,Eads,Tennessee,38028,Solved,No,June,Closed
622,350956,Comcast Data Caps,2015-06-19,19-Jun-15,2:47:34 AM,Internet,Eads,Tennessee,38028,Open,No,June,Open
623,354423,Comcast Data Cap & Code Injection,2015-06-20,20-Jun-15,11:54:41 PM,Internet,Eads,Tennessee,38028,Pending,No,June,Open
624,255465,Comcast billing/service,2015-04-24,24-Apr-15,2:22:50 PM,Internet,East Brunswick,New Jersey,8816,Solved,No,April,Closed
625,285591,Comcast-flat fee contract-misrepresentation,2015-05-12,05-Dec-15,1:11:10 PM,Customer Care Call,East Brunswick,New Jersey,8816,Solved,No,May,Closed
626,344657,Comcast Internet problems,2015-06-16,16-Jun-15,10:34:58 PM,Internet,East Brunswick,New Jersey,8816,Solved,No,June,Closed
627,364868,Comcast Internet Billing,2015-06-25,25-Jun-15,1:03:35 PM,Customer Care Call,East Brunswick,New Jersey,8816,Open,Yes,June,Open
628,369184,Comcast xfinity triple play,2015-06-26,26-Jun-15,6:51:00 PM,Customer Care Call,East Brunswick,New Jersey,8816,Solved,No,June,Closed
629,365648,Billing issues with Comcast,2015-06-25,25-Jun-15,2:50:58 PM,Customer Care Call,East Chicago,Indiana,46312,Solved,Yes,June,Closed
630,351497,Comcast Internet,2015-06-19,19-Jun-15,11:42:57 AM,Internet,East Liverpool,Ohio,43920,Solved,No,June,Closed
631,338674,Comcast outage - Bay Area,2015-06-13,13-Jun-15,2:13:06 AM,Internet,East Palo Alto,California,94303,Open,No,June,Open
632,315759,Comcast of East Windsor NJ Complaint,2015-05-31,31-May-15,3:25:33 PM,Internet,East Windsor,New Jersey,8520,Pending,No,May,Open
633,296722,Terrible Comcast service,2015-05-19,19-May-15,11:35:47 AM,Customer Care Call,Eden Prairie,Minnesota,55347,Closed,No,May,Closed
634,315836,Complaint against Comcast for incredibly bad service,2015-05-31,31-May-15,4:47:08 PM,Customer Care Call,Edgewood,Washington,98372,Pending,No,May,Open
635,291175,Data Caps,2015-05-15,15-May-15,2:17:50 AM,Customer Care Call,Edina,Minnesota,55424,Open,No,May,Open
636,319694,Internet service speed,2015-06-02,06-Feb-15,6:23:49 PM,Customer Care Call,Edmonds,Washington,98020,Closed,Yes,June,Closed
637,364449,Comcast xfinity price gouging seniors,2015-06-25,25-Jun-15,12:07:07 PM,Customer Care Call,Egg Harbor City,New Jersey,8215,Solved,No,June,Closed
638,275612,Misrepresentation of billing,2015-05-06,05-Jun-15,11:18:43 AM,Customer Care Call,El Cerrito,California,94530,Solved,No,May,Closed
639,281211,"Constant non response, or passing to other operator. Supervisers inability to resolve of help. Numerous lies told.",2015-05-08,05-Aug-15,7:02:27 PM,Customer Care Call,El Cerrito,California,94530,Closed,No,May,Closed
640,363708,Comcast chronic lies,2015-06-24,24-Jun-15,11:51:56 PM,Customer Care Call,El Cerrito,California,94530,Open,No,June,Open
641,365908,Comcast Internet Only Service,2015-06-25,25-Jun-15,3:31:17 PM,Internet,El Cerrito,California,94530,Open,No,June,Open
642,222882,Comcast broke 36 month contract by increasing bill...,2015-04-07,04-Jul-15,8:06:42 PM,Customer Care Call,El Dorado Hills,California,95762,Closed,No,April,Closed
643,367435,unfair billing practices,2015-06-26,26-Jun-15,8:25:31 AM,Internet,Eldersburg,Maryland,21784,Solved,Yes,June,Closed
644,354805,Installation Charges,2015-06-21,21-Jun-15,6:08:54 PM,Customer Care Call,Elgin,Illinois,60124,Solved,Yes,June,Closed
645,360640,Comcast Over Charging Bundle PKG,2015-06-24,24-Jun-15,12:35:19 AM,Customer Care Call,Elgin,Illinois,60123,Open,No,June,Open
646,312797,Comcast/Xfinity Data Allowance,2015-05-28,28-May-15,11:52:24 PM,Internet,Elizabethtown,Kentucky,42701,Pending,No,May,Open
647,363674,pricing,2015-06-24,24-Jun-15,11:31:50 PM,Internet,Elkhart,Indiana,46516,Open,No,June,Open
648,363879,60 days to close my account,2015-06-25,25-Jun-15,8:16:34 AM,Internet,Elkhart,Indiana,46516,Solved,No,June,Closed
649,240793,Fraudulent billing by Comcast.,2015-04-17,17-Apr-15,8:28:01 AM,Internet,Elkins Park,Pennsylvania,19027,Closed,Yes,April,Closed
650,361453,Comcast Failed to Switch our Systems to New Location and Shut Down the Current Location,2015-06-24,24-Jun-15,11:36:18 AM,Internet,Ellicott City,Maryland,21043,Solved,No,June,Closed
651,256173,Comcast slamming issue,2015-04-24,24-Apr-15,6:11:23 PM,Internet,Elmhurst,Illinois,60126,Closed,No,April,Closed
652,290961,Please stop Broadband bandwidth caps,2015-05-14,14-May-15,7:47:10 PM,Customer Care Call,Emeryville,California,94662,Closed,No,May,Closed
653,363786,comcast internet in emeryville throttles speed,2015-06-25,25-Jun-15,2:32:11 AM,Internet,Emeryville,California,94608,Pending,No,June,Open
654,359991,Pricing Concerns,2015-06-23,23-Jun-15,7:59:41 PM,Internet,Encino,California,95051,Open,No,June,Open
655,370823,"95 Palmer Road, Enfield NH Internet Pricing",2015-06-28,28-Jun-15,11:36:24 AM,Customer Care Call,Enfield,New Hampshire,3748,Open,Yes,June,Open
656,359462,"Overpriced, low quality service",2015-06-23,23-Jun-15,5:18:05 PM,Internet,Englewood,Colorado,80113,Solved,No,June,Closed
657,249470,Bundled Service,2015-04-22,22-Apr-15,8:57:24 AM,Internet,Englewood,Florida,34224,Closed,No,April,Closed
658,243193,Comcast customer service and billing complaint,2015-04-18,18-Apr-15,4:26:50 PM,Customer Care Call,Enola,Pennsylvania,17025,Closed,No,April,Closed
659,266179,Comcast Throttling,2015-04-30,30-Apr-15,12:07:11 PM,Internet,Eugene,Oregon,97405,Closed,No,April,Closed
660,286301,"lack of service, Service call complaint",2015-05-12,05-Dec-15,5:04:42 PM,Customer Care Call,Eugene,Oregon,97404,Solved,Yes,May,Closed
661,286302,"lack of service, Service call complaint",2015-05-12,05-Dec-15,5:04:45 PM,Customer Care Call,Eugene,Oregon,97404,Closed,Yes,May,Closed
662,291730,Comcast fradulent Marketing and billing for internet,2015-05-15,15-May-15,12:48:33 PM,Customer Care Call,Eugene,Oregon,97402,Solved,No,May,Closed
663,304483,Unreliable service for the past three years,2015-05-23,23-May-15,4:31:57 AM,Customer Care Call,Eugene,Oregon,97401,Solved,No,May,Closed
664,358336,Comcast has doubled my internet fee without warning,2015-06-23,23-Jun-15,1:27:29 PM,Internet,Eugene,Oregon,97401,Solved,No,June,Closed
665,363716,Frequent disconnects,2015-06-24,24-Jun-15,11:59:03 PM,Customer Care Call,Eugene,Oregon,97401,Solved,No,June,Closed
666,364369,BILLING ISSUE,2015-06-25,25-Jun-15,11:48:15 AM,Internet,Eustis,Florida,32726,Solved,No,June,Closed
667,360826,Comcast Unfair Billing Practices,2015-06-24,24-Jun-15,4:17:46 AM,Customer Care Call,Evans,Colorado,80620,Solved,Yes,June,Closed
668,315602,Comcast deceptive selling billing lack of service - SECOND And EXPANDED COMPLAINT,2015-05-31,31-May-15,10:40:45 AM,Internet,Evans,Georgia,30809,Closed,No,May,Closed
669,342613,Comcast complaint about internet speed,2015-06-16,16-Jun-15,9:07:25 AM,Customer Care Call,Evans,Georgia,30809,Solved,No,June,Closed
670,350740,Comcast Billing Issues,2015-06-18,18-Jun-15,9:37:12 PM,Internet,Evans,Georgia,30809,Solved,No,June,Closed
671,319816,Comcast (Chicago IL),2015-06-02,06-Feb-15,7:09:11 PM,Internet,Evanston,Illinois,60202,Solved,No,June,Closed
672,346686,No Internet for last 6 days and Comcast is not doing anything,2015-06-17,17-Jun-15,5:21:56 PM,Customer Care Call,Everett,Massachusetts,2149,Closed,No,June,Closed
673,358340,Comcast Price Gouging,2015-06-23,23-Jun-15,1:28:17 PM,Internet,Everett,Washington,98201,Open,No,June,Open
674,364765,Unable to renew IP address,2015-06-25,25-Jun-15,12:43:14 PM,Customer Care Call,Everett,Washington,98201,Solved,No,June,Closed
675,266217,Comcast,2015-04-30,30-Apr-15,12:17:37 PM,Customer Care Call,Export,Pennsylvania,15632,Closed,No,April,Closed
676,361326,COMCAST,2015-06-24,24-Jun-15,10:56:18 AM,Customer Care Call,Fairburn,Georgia,30213,Closed,No,June,Closed
677,375039,Comcast Issues,2015-06-30,30-Jun-15,2:53:39 PM,Customer Care Call,Fairfield,California,94533,Pending,No,June,Open
678,281647,Comcast will not service our home,2015-05-09,05-Sep-15,11:22:22 AM,Customer Care Call,Fall City,Washington,98024,Solved,No,May,Closed
679,229552,Comcast/xfinity,2015-04-10,04-Oct-15,5:07:15 PM,Customer Care Call,Fall River,Massachusetts,2723,Closed,No,April,Closed
680,280454,Comcast Billing and Service Issues,2015-05-08,05-Aug-15,2:22:57 PM,Customer Care Call,Falling Waters,West Virginia,25419,Closed,No,May,Closed
681,244215,Poor service,2015-04-20,20-Apr-15,10:14:44 AM,Customer Care Call,Falmouth,Massachusetts,2536,Open,No,April,Open
682,342774,Data cap,2015-06-16,16-Jun-15,10:29:45 AM,Customer Care Call,Fayettevile,Georgia,39214,Open,No,June,Open
683,317954,Comcast,2015-06-01,06-Jan-15,9:46:23 PM,Customer Care Call,Fayetteville,Georgia,30214,Closed,No,June,Closed
684,334864,internet billing,2015-06-11,06-Nov-15,1:38:51 PM,Internet,Feasterville,Pennsylvania,19053,Solved,No,June,Closed
685,214213,Comcast fluctuating prices,2015-04-02,04-Feb-15,1:05:16 PM,Customer Care Call,Federal Way,Washington,98003,Closed,No,April,Closed
686,356818,Recurring Comcast service issues and long waits for non-service,2015-06-22,22-Jun-15,6:10:03 PM,Internet,Federal Way,Washington,98093,Solved,No,June,Closed
687,359812,Multiple billing an dcompetative issues.,2015-06-23,23-Jun-15,7:02:38 PM,Internet,Federal Way,Washington,98023,Pending,No,June,Open
688,239964,Comcast fraudualent billing,2015-04-16,16-Apr-15,4:40:11 PM,Customer Care Call,Ferndale,Michigan,48220,Closed,No,April,Closed
689,313367,Comcast Service,2015-05-29,29-May-15,12:41:28 PM,Internet,Flemington,New Jersey,8822,Solved,No,May,Closed
690,225770,Re: Internet Too Expensive,2015-04-09,04-Sep-15,9:33:37 AM,Customer Care Call,Flint,Michigan,48505,Closed,No,April,Closed
